MSA,MSA_ID,largest_city,in_center_city,total_commuters_2018,main_city_commuters_2018,suburban_commuters_2018,outside_msa_commuters_2018,total_commuters_2011,main_city_commuters_2011,suburban_commuters_2011,outside_msa_commuters_2011,city_commuter_rate_2018,city_commuter_rate_2011,suburban_commuter_rate_2018,suburban_commuter_rate_2011,outside_msa_commuter_rate_2018,outside_msa_commuter_rate_2011
"Brownsville-Harlingen, TX",15180,Brownsville,FALSE,65338,10648,33717,20973,57163,9932,29089,18142,0.16296795126878694,0.17374875356436856,0.5160396706357709,0.508878120462537,0.3209923780954422,0.31737312597309447
"Brownsville-Harlingen, TX",15180,Brownsville,TRUE,55744,32509,9377,13858,49025,30672,7547,10806,0.58318384041331806,0.6256399796022437,0.16821541331802525,0.1539418663946966,0.24860074626865672,0.22041815400305967
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,Buffalo,FALSE,388732,85011,272978,30743,378231,80276,270818,27137,0.21868793924863403,0.21224066774008477,0.7022267268966794,0.7160121724554571,0.07908533385468652,0.07174715980445812
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,Buffalo,TRUE,90185,40927,41695,7563,86604,40194,40481,5929,0.45381160946942395,0.46411251212415133,0.4623274380440206,0.4674264468153896,0.08386095248655541,0.0684610410604591
"Canton-Massillon, OH",15940,Canton,FALSE,130189,19453,63858,46878,123931,20047,59735,44149,0.14942122606364594,0.1617593660988776,0.4905022697770165,0.4820020818035842,0.36007650415933756,0.35623855209753813
"Canton-Massillon, OH",15940,Canton,TRUE,24512,5320,10588,8604,22363,6322,9291,6750,0.21703655352480417,0.28269910119393643,0.43195169712793735,0.4154630416312659,0.3510117493472585,0.30183785717479766
"Cape Coral-Fort Myers, FL",15980,Cape Coral,FALSE,163473,9194,109396,44883,123269,6379,83142,33748,0.056241703522905924,0.05174861481799966,0.6691991949740936,0.6744761456651713,0.2745591015030005,0.273775239516829
"Cape Coral-Fort Myers, FL",15980,Cape Coral,TRUE,57124,12120,31596,13408,43953,8720,25447,9786,0.21217001610531475,0.19839373876640956,0.5531125271339542,0.5789593429344982,0.23471745676073105,0.22264691829909222
"Cedar Rapids, IA",16300,Cedar Rapids,FALSE,55785,31091,19610,5084,55121,26372,24288,4461,0.5573362014878551,0.4784383447324976,0.3515281885811598,0.44063061265216524,0.09113560993098503,0.08093104261533716
"Cedar Rapids, IA",16300,Cedar Rapids,TRUE,46471,33950,8245,4276,44054,30217,10485,3352,0.7305631469088248,0.6859082035683479,0.17742247853500032,0.23800335951332455,0.09201437455617482,0.0760884369183275
"Charleston-North Charleston, SC",16700,Charleston,FALSE,239725,54480,155787,29458,192662,47815,122761,22086,0.22726040254458232,0.24818075178291515,0.6498571279591199,0.6371832535736159,0.12288246949629784,0.11463599464346887
"Charleston-North Charleston, SC",16700,Charleston,TRUE,60653,29636,24043,6974,50935,25732,19189,6014,0.4886155672431702,0.5051928929027192,0.3964024862743805,0.37673505448120154,0.11498194648244935,0.11807205261607932
"Charlotte-Concord-Gastonia, NC-SC",16740,Charlotte,FALSE,706927,228935,372527,105465,568258,177552,304390,86316,0.3238453192479563,0.3124496267540448,0.5269667165067963,0.5356545794339895,0.14918796424524738,0.1518957938119657
"Charlotte-Concord-Gastonia, NC-SC",16740,Charlotte,TRUE,345330,228165,74717,42448,270159,186242,54229,29688,0.6607158370254539,0.6893792174238134,0.21636405756812324,0.20072994051651064,0.12292010540642284,0.10989084205967597
"Chattanooga, TN-GA",16860,Chattanooga,FALSE,126358,68165,38769,19424,114475,62501,34531,17443,0.5394593140125674,0.5459794715003276,0.3068187214105953,0.30164664773968114,0.15372196457683723,0.15237388075999125
"Chattanooga, TN-GA",16860,Chattanooga,TRUE,63629,46329,8511,8789,55897,40147,8055,7695,0.7281113957472222,0.7182317476787663,0.13375976362979144,0.14410433475857382,0.1381288406229864,0.1376639175626599
"Chicago-Naperville-Elgin, IL-IN-WI",16980,Chicago,FALSE,2958150,526166,2334904,97080,2758389,490715,2186436,81238,0.17786995250409884,0.17789912880308034,0.7893122390683366,0.7926496226601831,0.03281780842756452,0.029451248536736477
"Chicago-Naperville-Elgin, IL-IN-WI",16980,Chicago,TRUE,1079913,700463,360856,18594,973409,635788,324303,13318,0.6486291025295556,0.6531560731408894,0.3341528437938982,0.3331621137671832,0.017218053676546167,0.013681813091927442
"Cincinnati, OH-KY-IN",17140,Cincinnati,FALSE,818043,140876,570771,106396,740823,130183,517238,93402,0.17221099624347375,0.17572753545718747,0.6977273810789897,0.698193765582332,0.13006162267753651,0.12607869896048043
"Cincinnati, OH-KY-IN",17140,Cincinnati,TRUE,122928,51386,59648,11894,105788,46029,49297,10462,0.4180170506312638,0.4351060611789617,0.4852271248210335,0.46599803380345595,0.09675582454770272,0.09889590501758233
"Claremont-Lebanon, NH-VT",17200,Hanover,FALSE,69682,5542,55224,8916,68815,5790,52772,10253,0.07953273442208891,0.08413863256557437,0.7925145661720386,0.7668676887306547,0.1279526994058724,0.14899367870377098
"Claremont-Lebanon, NH-VT",17200,Hanover,TRUE,1982,875,665,442,1723,869,463,391,0.44147325933400605,0.5043528728961114,0.3355196770938446,0.2687173534532792,0.22300706357214933,0.2269297736506094
"Cleveland-Elyria, OH",17460,Cleveland,FALSE,748641,167489,472973,108179,705442,155116,450638,99688,0.22372405465369916,0.21988483815820437,0.6317754437707793,0.6388023395261411,0.14450050157552152,0.1413128223156546
