MSA,MSA_ID,largest_city,in_center_city,total_commuters_2018,main_city_commuters_2018,suburban_commuters_2018,outside_msa_commuters_2018,total_commuters_2011,main_city_commuters_2011,suburban_commuters_2011,outside_msa_commuters_2011,city_commuter_rate_2018,city_commuter_rate_2011,suburban_commuter_rate_2018,suburban_commuter_rate_2011,outside_msa_commuter_rate_2018,outside_msa_commuter_rate_2011
"Cleveland-Elyria, OH",17460,Cleveland,TRUE,133354,59297,58745,15312,129681,62213,54003,13465,0.44465857792042235,0.47973874353220597,0.4405192195209742,0.4164295463483471,0.11482220255860341,0.10383171011944695
"Colorado Springs, CO",17820,Colorado Springs,FALSE,94150,46374,24391,23385,70704,38120,19909,12675,0.4925544344131705,0.5391491287621634,0.25906532129580456,0.28158237157727994,0.24838024429102495,0.1792684996605567
"Colorado Springs, CO",17820,Colorado Springs,TRUE,164504,107795,24535,32174,141859,95837,18574,27448,0.6552728201137966,0.6755792723760917,0.14914530953654623,0.1309328276669087,0.19558187034965716,0.19348789995699955
"Columbia, SC",17900,Columbia,FALSE,265102,52771,172118,40213,235711,63323,140081,32307,0.199059230032214,0.2686467750762586,0.6492519860280194,0.594291314363776,0.1516887839397666,0.1370619105599654
"Columbia, SC",17900,Columbia,TRUE,33599,12436,15535,5628,31437,15176,11969,4292,0.3701300633947439,0.4827432643063906,0.46236495133783745,0.3807297133950441,0.16750498526741867,0.1365270222985654
"Columbus, OH",18140,Columbus,FALSE,531006,211137,264147,55722,467673,188682,227620,51371,0.39761697607936636,0.40344856341931223,0.4974463565383442,0.486707592698317,0.10493666738228946,0.1098438438823708
"Columbus, OH",18140,Columbus,TRUE,335894,184945,117525,33424,285745,162834,89635,33276,0.5506052504659208,0.5698577402929185,0.34988716678475945,0.31368877845631593,0.09950758274931973,0.11645348125076554
"Corpus Christi, TX",18580,Corpus Christi,FALSE,39065,13940,15467,9658,40587,14788,12534,13265,0.3568411621656214,0.36435311799344616,0.3959298604889287,0.30881809446374453,0.24722897734544988,0.32682878754280925
"Corpus Christi, TX",18580,Corpus Christi,TRUE,105660,74350,8613,22697,99283,72691,6388,20204,0.7036721559719856,0.7321595842188492,0.08151618398637138,0.0643413273168619,0.214811660041643,0.20349908846428896
"Dallas-Fort Worth-Arlington, TX",19100,Dallas,FALSE,2580815,477113,1951382,152320,2135168,415689,1598533,120946,0.18486912080098727,0.19468678811222348,0.7561107634603798,0.7486684888495894,0.05902011573863295,0.056644723038187156
"Dallas-Fort Worth-Arlington, TX",19100,Dallas,TRUE,544725,248761,263129,32835,447561,204175,207001,36385,0.456672632979944,0.45619479802753143,0.48304924503189683,0.4625090211166746,0.06027812198815916,0.08129618085579396
"Davenport-Moline-Rock Island, IA-IL",19340,Davenport,FALSE,103578,20349,69217,14012,103972,20635,70305,13032,0.1964606383594972,0.19846689493325126,0.6682596690416884,0.6761916669872658,0.13527969259881442,0.12534143807948295
"Davenport-Moline-Rock Island, IA-IL",19340,Davenport,TRUE,38338,20182,14641,3515,36577,21002,12934,2641,0.5264228702592728,0.5741859638570687,0.3818926391569722,0.35361019219728246,0.09168449058375502,0.07220384394564891
"Dayton, OH",19380,Dayton,FALSE,248553,46163,146843,55547,229932,44409,135186,50337,0.18572698780541777,0.19313971087104012,0.5907915012089977,0.5879390428474506,0.22348151098558455,0.21892124628150933
"Dayton, OH",19380,Dayton,TRUE,46484,14927,20840,10717,44002,16352,17899,9751,0.321121246020136,0.37161947184218896,0.44832630582566046,0.4067769646834235,0.2305524481542036,0.22160356347438753
"Deltona-Daytona Beach-Ormond Beach, FL",19660,Deltona,FALSE,208113,818,119132,88163,177368,621,104476,72271,0.003930556957037763,0.00350119525506292,0.5724390114985609,0.5890352261963827,0.42363043154440133,0.4074635785485544
"Deltona-Daytona Beach-Ormond Beach, FL",19660,Deltona,TRUE,23905,687,6888,16330,18443,452,6149,11842,0.028738757582095795,0.024507943393157296,0.28814055636896047,0.33340562815160224,0.6831206860489437,0.6420864284552404
"Denver-Aurora-Lakewood, CO",19740,Denver,FALSE,1002615,271095,637664,93856,830593,232186,527457,70950,0.27038793554854057,0.2795424473839775,0.6360008577569656,0.6350366545347721,0.0936112066944939,0.08542089808125039
"Denver-Aurora-Lakewood, CO",19740,Denver,TRUE,310494,150210,140070,20214,239287,118174,107056,14057,0.483777464298827,0.49385883896743243,0.4511198284024812,0.44739580503746545,0.06510270729869176,0.05874535599510212
"Des Moines-West Des Moines, IA",19780,Des Moines,FALSE,180891,62432,112327,6132,151892,57986,89136,4770,0.3451360211398024,0.38175809127537985,0.6209651115865356,0.5868380164853976,0.03389886727366204,0.0314038922392226
"Des Moines-West Des Moines, IA",19780,Des Moines,TRUE,90194,46643,39932,3619,81643,45887,32613,3143,0.5171408297669468,0.5620445108582487,0.4427345499700645,0.3994586186200899,0.04012462026298867,0.038496870521661376
"Detroit-Warren-Dearborn, MI",19820,Detroit,FALSE,1572959,140900,1259142,172917,1393804,144562,1102955,146287,0.08957639709617352,0.10371759587431231,0.8004925748223571,0.7913271880407863,0.10993102808146939,0.10495521608490146
"Detroit-Warren-Dearborn, MI",19820,Detroit,TRUE,187526,59268,110541,17717,164287,64668,82047,17572,0.316052174098525,0.39362822377911827,0.5894702601239294,0.4994126132925916,0.09447756577754551,0.10695916292829012
"Dothan, AL",20020,Dothan,FALSE,24809,12114,8573,4122,49594,23454,16778,9362,0.48829053972348746,0.47292011130378675,0.34556007900358743,0.3383070532725733,0.16614938127292514,0.18877283542363996
"Dothan, AL",20020,Dothan,TRUE,17066,11627,2943,2496,31503,23730,5258,2515,0.6812961443806399,0.753261594133892,0.17244814250556662,0.16690473923118432,0.1462557131137935,0.07983366663492365
"Duluth, MN-WI",20260,Duluth,FALSE,76259,22091,45792,8376,73550,21259,44648,7643,0.2896838405958641,0.28904146838885114,0.6004799433509488,0.6070428280081577,0.10983621605318716,0.10391570360299117
"Duluth, MN-WI",20260,Duluth,TRUE,32352,22727,6163,3462,30361,21951,5412,2998,0.7024913452027696,0.7229999011890254,0.19049826904055392,0.17825499818846546,0.10701038575667655,0.09874510062250914
"Durham-Chapel Hill, NC",20500,Durham,FALSE,124187,33015,47187,43985,108122,27930,46141,34051,0.2658490824321386,0.25831930596918296,0.3799673073671157,0.426749412700468,0.3541836102007456,0.31493128133034903
"Durham-Chapel Hill, NC",20500,Durham,TRUE,92342,42014,16784,33544,74270,34634,15176,24460,0.45498256481341104,0.46632556887033794,0.18175911286305257,0.20433553251649386,0.36325832232353644,0.3293388986131682
"El Paso, TX",21340,El Paso,FALSE,57386,41896,12610,2880,44236,33955,7859,2422,0.7300735370996411,0.7675874853060856,0.2197400062733071,0.17766072881815717,0.050186456627051894,0.054751785875757304
"El Paso, TX",21340,El Paso,TRUE,223358,193546,19104,10708,213566,192819,13454,7293,0.8665281745001299,0.9028543869342498,0.08553085181636655,0.06299691898523173,0.04794097368350361,0.03414869408051843
"Erie, PA",21500,Erie,FALSE,67377,23738,36205,7434,66499,24156,35695,6648,0.3523160722501744,0.363253582760643,0.5373495406444335,0.5367749890975804,0.11033438710539205,0.09997142814177656
"Erie, PA",21500,Erie,TRUE,34511,17133,13192,4186,34302,18205,12509,3588,0.4964504071165715,0.5307270713077955,0.3822549332097013,0.3646726138417585,0.12129465967372721,0.10460031485044603
"Eugene, OR",21660,Eugene,FALSE,79695,32870,35932,10893,69379,29882,30853,8644,0.4124474559257168,0.43070669799218786,0.45086893782545956,0.4447022874356794,0.13668360624882364,0.12459101457213277
"Eugene, OR",21660,Eugene,TRUE,52968,32010,13988,6970,47343,29650,11557,6136,0.6043271409152696,0.6262805483387196,0.26408397523032773,0.24411211794774307,0.13158888385440265,0.1296073337135374
"Evansville, IN-KY",21780,Evansville,FALSE,72939,36646,28918,7375,68172,34953,27806,5413,0.502419830269129,0.512717831367717,0.3964682817148576,0.4078800680631344,0.10111188801601338,0.07940210056914862
"Evansville, IN-KY",21780,Evansville,TRUE,46635,33259,8479,4897,43991,32504,7315,4172,0.7131767985418677,0.7388784069468755,0.18181623244344378,0.16628401263894887,0.10500696901468853,0.09483758041417563
"Fayetteville-Springdale-Rogers, AR-MO",22220,Fayetteville,FALSE,184132,19524,147375,17233,147230,14972,117893,14365,0.10603262876631982,0.10169123140664267,0.8003769035257315,0.8007403382462813,0.09359046770794864,0.097568430347076
"Fayetteville-Springdale-Rogers, AR-MO",22220,Fayetteville,TRUE,23383,7395,13417,2571,18314,5839,10381,2094,0.31625539922165674,0.3188271267882494,0.5737929264850532,0.5668341159768483,0.10995167429329,0.11433875723490226
"Fayetteville, NC",22180,Fayetteville,FALSE,41814,18864,11523,11427,36183,18533,10367,7283,0.4511407662505381,0.5122018627532267,0.2755775577557756,0.2865157670729348,0.2732816759936863,0.20128237017383854
"Fayetteville, NC",22180,Fayetteville,TRUE,47938,26456,7622,13860,46469,27629,7673,11167,0.551879511035087,0.5945684219587252,0.15899703784054403,0.16512083324366783,0.289123451124369,0.240310744797607
"Flint, MI",22420,Flint,FALSE,113046,15991,44098,52957,101845,18250,40874,42721,0.14145569060382499,0.1791938730423683,0.3900889903225236,0.4013353625607541,0.46845531907365145,0.4194707643968776
"Flint, MI",22420,Flint,TRUE,22746,4817,7655,10274,22539,7017,6874,8648,0.211773498637123,0.3113270331425529,0.3365426888244087,0.30498247482142066,0.4516838125384683,0.38369049203602645
"Fort Smith, AR-OK",22900,Fort Smith,FALSE,53492,20933,22909,9650,51272,21057,21982,8233,0.39132954460480074,0.4106919956311437,0.4282696477978015,0.4287330316742081,0.18040080759739774,0.16057497269464815
"Fort Smith, AR-OK",22900,Fort Smith,TRUE,34747,24017,5479,5251,33044,23584,4921,4539,0.6911963622758799,0.7137150466045273,0.15768267764123522,0.14892264858975912,0.15112096008288486,0.1373623048057136
"Fort Wayne, IN",23060,Fort Wayne,FALSE,75052,30435,35818,8799,70020,30267,29168,10585,0.40551884027074564,0.4322622107969152,0.4772424452379683,0.4165666952299343,0.11723871449128605,0.15117109397315054
"Fort Wayne, IN",23060,Fort Wayne,TRUE,87651,50158,26484,11009,78024,49227,18807,9990,0.5722467513205782,0.630921254998462,0.3021528562138481,0.24104121808674253,0.1256003924655737,0.12803752691479545
"Fresno, CA",23420,Fresno,FALSE,157118,56720,61989,38409,140228,49026,54310,36892,0.36100255858654007,0.3496163391048863,0.3945378632620069,0.38729782924950795,0.24445957815145306,0.26308583164560573
"Fresno, CA",23420,Fresno,TRUE,164481,95165,36083,33233,137593,80798,31137,25658,0.5785774648743623,0.5872246407884122,0.2193748822052395,0.22629784945455075,0.2020476529203981,0.18647750975703706
"Grand Rapids-Wyoming, MI",24340,Grand Rapids,FALSE,346009,60419,241488,44102,303062,65639,196372,41051,0.17461684522656926,0.21658604509968257,0.6979240424382025,0.647959823402472,0.12745911233522828,0.13545413149784533
"Grand Rapids-Wyoming, MI",24340,Grand Rapids,TRUE,80066,28199,41452,10415,63627,25615,28912,9100,0.3521969375265406,0.402580665440772,0.5177228786251342,0.45439829003410503,0.13008018384832512,0.143021044525123
"Greeley, CO",24540,Greeley,FALSE,86353,10255,23062,53036,63682,7700,16467,39515,0.11875673109214503,0.12091328789924939,0.26706657556772784,0.2585817028359662,0.6141766933401271,0.6205050092647844
"Greeley, CO",24540,Greeley,TRUE,36200,12196,11252,12752,28085,9938,8180,9967,0.3369060773480663,0.3538543706604949,0.31082872928176797,0.2912586790101478,0.35226519337016576,0.3548869503293573
"Green Bay, WI",24580,Green Bay,FALSE,88638,24928,48075,15635,81201,22012,46128,13061,0.2812337823506848,0.2710804054137264,0.5423746023150342,0.5680718217755939,0.17639161533428102,0.16084777281067966
"Green Bay, WI",24580,Green Bay,TRUE,43055,17920,18763,6372,39580,16152,17631,5797,0.41621182208802693,0.40808489135927234,0.43579142956683314,0.4454522486104093,0.14799674834513993,0.14646286003031833
"Greensboro-High Point, NC",24660,Greensboro,FALSE,182272,45765,81242,55265,166297,47348,78816,40133,0.25108080231741575,0.28471950786845224,0.44571848665730335,0.47394721492269853,0.3032007110252809,0.24133327720884923
"Greensboro-High Point, NC",24660,Greensboro,TRUE,99127,49825,21568,27734,89362,48881,18769,21712,0.5026380300019168,0.5469998433338555,0.21757946876229484,0.21003334750788927,0.2797825012357884,0.2429668091582552
"Greenville-Anderson-Mauldin, SC",24860,Greenville,FALSE,299761,41604,220956,37201,253719,38459,187679,27581,0.13879056982062377,0.15158107985606123,0.7371072287589112,0.7397120436388288,0.12410220142046496,0.10870687650510999
"Greenville-Anderson-Mauldin, SC",24860,Greenville,TRUE,23484,7334,13627,2523,17221,6121,10736,364,0.3122977346278317,0.35543812786713896,0.5802674161130983,0.6234248882178736,0.10743484925907,0.021136983914987514
"Harrisburg-Carlisle, PA",25420,Harrisburg,FALSE,208118,24846,134152,49120,196308,24456,128379,43473,0.11938419550447342,0.12457974203802188,0.6445958542749786,0.6539672351610735,0.23601995022054795,0.2214530228009047
"Harrisburg-Carlisle, PA",25420,Harrisburg,TRUE,18876,4708,9248,4920,16231,4625,7644,3962,0.2494172494172494,0.28494855523381185,0.4899343081161263,0.4709506499907584,0.2606484424666243,0.24410079477542973
"Hartford-West Hartford-East Hartford, CT",25540,Hartford,FALSE,486565,71046,314135,101384,476863,74749,308693,93421,0.1460154347312281,0.15675151982854615,0.6456177489133004,0.6473410602206504,0.20836681635547152,0.1959074199508035
"Hartford-West Hartford-East Hartford, CT",25540,Hartford,TRUE,43073,13000,23252,6821,37817,13261,18890,5666,0.30181320084507696,0.3506624005077082,0.5398277343115176,0.49951080202025544,0.1583590648434054,0.1498267974720364
"Hickory-Lenoir-Morganton, NC",25860,Hickory,FALSE,122029,17845,67159,37025,112483,17053,64515,30915,0.14623573085086333,0.1516051314420846,0.550352784993731,0.5735533369486945,0.3034114841554057,0.2748415316092209
"Hickory-Lenoir-Morganton, NC",25860,Hickory,TRUE,13315,4352,5099,3864,12082,4100,4565,3417,0.3268494179496808,0.33934779010097665,0.3829515583927901,0.3778347955636484,0.2901990236575291,0.28281741433537494
"Houston-The Woodlands-Sugar Land, TX",26420,Houston,FALSE,1829906,741040,924150,164716,1546512,697605,722443,126464,0.40496069196997003,0.45108282379962134,0.5050259412232103,0.4671434815895383,0.09001336680681958,0.0817736946108404
"Houston-The Woodlands-Sugar Land, TX",26420,Houston,TRUE,841566,543911,230145,67510,751783,516684,181931,53168,0.6463081921085215,0.6872781108378349,0.27347231233200964,0.24199935353685836,0.08021949555946889,0.07072253562530677
"Huntington-Ashland, WV-KY-OH",26580,Huntington,FALSE,79438,17987,54988,6463,79051,17607,54476,6968,0.22642815780860545,0.22272963023870665,0.6922127948840605,0.689124742255,0.08135904730733402,0.0881456275062934
"Huntington-Ashland, WV-KY-OH",26580,Huntington,TRUE,13242,8010,4930,302,13236,8296,4515,425,0.6048935206162211,0.6267754608643095,0.37230025675879774,0.34111514052583863,0.02280622262498112,0.032109398609851916
"Huntsville, AL",26620,Huntsville,FALSE,85078,49552,26731,8795,151254,90844,47686,12724,0.5824302404852019,0.600605603818742,0.31419403371024235,0.3152710010974916,0.10337572580455581,0.08412339508376639
"Huntsville, AL",26620,Huntsville,TRUE,69156,51172,10814,7170,118093,91012,17070,10011,0.7399502573890914,0.7706807346752136,0.1563711030134768,0.144547094239286,0.1036786395974319,0.0847721710855004
"Indianapolis-Carmel-Anderson, IN",26900,Indianapolis city (balance),FALSE,477953,212696,240591,24666,417813,194465,200867,22481,0.4450144679497775,0.46543549386926686,0.5033779472040137,0.4807581382101562,0.051607584846208726,0.05380636792057691
"Indianapolis-Carmel-Anderson, IN",26900,Indianapolis city (balance),TRUE,365952,249166,99158,17628,319225,231011,72596,15618,0.6808707152850647,0.7236619938914559,0.2709590328786289,0.22741326650481636,0.0481702518363064,0.04892473960372778
"Jackson, MS",27140,Jackson,FALSE,142408,49349,88224,4835,131546,49812,77492,4242,0.34653249817425985,0.37866601797089994,0.6195157575417112,0.5890867073115108,0.03395174428402899,0.032247274717589286
"Jackson, MS",27140,Jackson,TRUE,55326,30022,23313,1991,52476,30720,20609,1147,0.5426381809637422,0.5854104733592499,0.42137512200412103,0.39273191554234316,0.03598669703213679,0.02185761109840689
"Jacksonville, FL",27260,Jacksonville,FALSE,230168,103447,89923,36798,176322,87264,67504,21554,0.44944127767543707,0.4949127165072991,0.3906841958916965,0.3828450221753383,0.15987452643286643,0.12224226131736256
"Jacksonville, FL",27260,Jacksonville,TRUE,381570,286384,40210,54976,326869,251833,29358,45678,0.7505411851036508,0.7704401457464611,0.10538040202321985,0.08981579776607754,0.14407841287312945,0.13974405648746133
"Kalamazoo-Portage, MI",28020,Kalamazoo,FALSE,92435,23946,47834,20655,80454,23943,40361,16150,0.2590577162330286,0.29759862778730706,0.5174879645156055,0.5016655480150148,0.22345431925136583,0.2007358241976782
"Kalamazoo-Portage, MI",28020,Kalamazoo,TRUE,22056,8372,8568,5116,19284,7622,5952,5710,0.3795792528110265,0.3952499481435387,0.38846572361262244,0.3086496577473553,0.23195502357635112,0.296100394109106
"Kansas City, MO-KS",28140,Kansas City,FALSE,706141,154858,522194,29089,632311,138790,467527,25994,0.21930181082814906,0.21949641869270026,0.7395038667914765,0.7393940639969888,0.04119432238037446,0.04110951731031091
"Kansas City, MO-KS",28140,Kansas City,TRUE,206092,99900,96329,9863,172640,87565,78145,6930,0.48473497273062516,0.5072115384615384,0.46740775964132525,0.4526471269694161,0.04785726762804961,0.040141334569045416
"Killeen-Temple, TX",28660,Killeen,FALSE,86290,7471,49144,29675,74667,8863,44179,21625,0.08658013674817476,0.11870036294480828,0.5695213813883416,0.5916803942839541,0.3438984818634836,0.28961924277123763
"Killeen-Temple, TX",28660,Killeen,TRUE,37830,10073,12840,14917,29620,9757,8895,10968,0.2662701559608776,0.32940580688723836,0.3394131641554322,0.30030384875084404,0.3943166798836902,0.3702903443619176
"Kingsport-Bristol-Bristol, TN-VA",28700,Kingsport,FALSE,74165,16196,49232,8737,72608,13814,50394,8400,0.21837794107732758,0.19025451740855,0.6638171644306614,0.6940557514323491,0.11780489449201105,0.11568973115910093
"Kingsport-Bristol-Bristol, TN-VA",28700,Kingsport,TRUE,11603,5715,4283,1605,9777,5224,4115,438,0.4925450314573817,0.534315229620538,0.3691286736188917,0.4208857522757492,0.1383262949237266,0.0447990181037128
"Knoxville, TN",28940,Knoxville,FALSE,254602,65469,163129,26004,234421,64566,146910,22945,0.25714252048294983,0.27542754275427545,0.6407215968452722,0.6266930010536599,0.10213588267177791,0.0978794561920647
"Knoxville, TN",28940,Knoxville,TRUE,65067,30996,26551,7520,56751,29921,21537,5293,0.4763705103969754,0.5272330002995542,0.4080563111869304,0.37949992070624305,0.11557317841609419,0.09326707899420275
"Lafayette, LA",29180,Lafayette,FALSE,121252,37638,64284,19330,122864,37482,69869,15513,0.3104113746577376,0.3050690194035682,0.5301685745389767,0.5686694231019664,0.15942005080328572,0.12626155749446544
"Lafayette, LA",29180,Lafayette,TRUE,36321,20798,9587,5936,38779,22423,10272,6084,0.5726163927204647,0.57822532814152,0.2639519837008893,0.2648856339771526,0.16343162357864596,0.15688903788132752
"Lakeland-Winter Haven, FL",29460,Lakeland,FALSE,210555,30076,79889,100590,168250,24610,72497,71143,0.14284153784046924,0.1462704309063893,0.3794210538814087,0.430888558692422,0.4777374082781221,0.4228410104011887
"Lakeland-Winter Haven, FL",29460,Lakeland,TRUE,41477,13798,10890,16789,37489,11352,10219,15918,0.33266629698387057,0.3028088239216837,0.26255515104756855,0.2725866254101203,0.4047785519685609,0.424604550668196
"Lancaster, PA",29540,Lancaster,FALSE,205586,22056,119756,63774,189834,23971,110741,55122,0.10728356989289153,0.12627348104133085,0.5825104822312803,0.5833570382544749,0.3102059478758281,0.2903694807041942
"Lancaster, PA",29540,Lancaster,TRUE,24392,5655,11726,7011,22739,5412,9994,7333,0.2318383076418498,0.23800518932230968,0.4807313873401115,0.4395092132459651,0.2874303050180387,0.3224855974317252
"Lansing-East Lansing, MI",29620,Lansing,FALSE,132325,34973,63706,33646,123136,35691,59031,28414,0.26429624031740034,0.2898502468814969,0.48143585868127714,0.47939676455301455,0.2542679010013225,0.23075298856548856
"Lansing-East Lansing, MI",29620,Lansing,TRUE,42829,15463,16375,10991,39520,16938,13967,8615,0.36104041654019475,0.4285931174089069,0.3823343995890635,0.353415991902834,0.2566251838707418,0.2179908906882591
"Las Vegas-Henderson-Paradise, NV",29820,Las Vegas,FALSE,646557,120526,504927,21104,528407,99427,416888,12092,0.18641202554453823,0.18816366929279893,0.7809473874693182,0.7889524552097152,0.03264058698614353,0.02288387549748584
"Las Vegas-Henderson-Paradise, NV",29820,Las Vegas,TRUE,236049,71276,156937,7836,197649,59892,133532,4225,0.3019542552605603,0.30302202389083677,0.6648492474020224,0.6756016979595141,0.03319649733741723,0.021376278149649125
"Lexington-Fayette, KY",30460,Lexington-Fayette,FALSE,69941,29447,31404,9090,62367,26718,27718,7931,0.42102629359031185,0.42839963442205015,0.4490070202027423,0.44443375503070537,0.12996668620694585,0.12716661054724454
"Lexington-Fayette, KY",30460,Lexington-Fayette,TRUE,121885,92718,13395,15772,109539,86968,10627,11944,0.760700660458629,0.7939455353800929,0.10989867498051442,0.09701567478249756,0.12940066456085655,0.10903878983740951
"Lincoln, NE",30700,Lincoln,FALSE,31445,20662,7984,2799,24932,16039,6450,2443,0.6570837971060582,0.643309802663244,0.25390364127842263,0.25870367399326166,0.08901256161551917,0.09798652334349431
"Lincoln, NE",30700,Lincoln,TRUE,108802,85200,12266,11336,100756,81548,10076,9132,0.7830738405544015,0.809361229107944,0.11273689821878274,0.10000396998689905,0.10418926122681568,0.090634800905157
"Little Rock-North Little Rock-Conway, AR",30780,Little Rock,FALSE,196327,82679,103648,10000,182045,75590,98303,8152,0.42112903472268204,0.4152270043121206,0.5279355361208596,0.5399928589085117,0.05093542915645836,0.04478013677936774
"Little Rock-North Little Rock-Conway, AR",30780,Little Rock,TRUE,72166,52586,15977,3603,71563,53751,14684,3128,0.7286810963611673,0.7511004289926358,0.22139234542582378,0.20518983273479313,0.0499265582130089,0.04370973827257102
"Los Angeles-Long Beach-Anaheim, CA",31080,Los Angeles,FALSE,3790604,669348,2649790,471466,3394000,622024,2382095,389881,0.17658082986247048,0.18327165586328817,0.6990416303048274,0.7018547436652917,0.12437753983270212,0.11487360047142016
"Los Angeles-Long Beach-Anaheim, CA",31080,Los Angeles,TRUE,1456928,753847,562450,140631,1272091,664030,491243,116818,0.5174222748138549,0.5219988192668606,0.3860520217883108,0.3861697001236547,0.09652570339783435,0.09183148060948469
"Louisville/Jefferson County, KY-IN",31140,Louisville/Jefferson County metro government (balance),FALSE,372578,60975,275922,35681,331542,50764,252001,28777,0.16365700604973993,0.15311483914556828,0.7405751278926829,0.7600877113608532,0.0957678660575772,0.0867974494935785
"Louisville/Jefferson County, KY-IN",31140,Louisville/Jefferson County metro government (balance),TRUE,173245,49749,112539,10957,151685,41564,101783,8338,0.28715980259170537,0.27401522892837127,0.6495945048919161,0.6710155915219039,0.06324569251637854,0.05496917954972476
"Madison, WI",31540,Madison,FALSE,175248,77833,80658,16757,164602,73725,72187,18690,0.44413060348762895,0.4478985674536154,0.4602506162695152,0.43855481707391164,0.09561878024285583,0.113546615472473
"Madison, WI",31540,Madison,TRUE,113234,74468,28942,9824,98682,68816,21709,8157,0.6576469964851547,0.6973510873310229,0.25559460939293854,0.21998946109726192,0.08675839412190685,0.08265945157171521
"Manchester-Nashua, NH",31700,Manchester,FALSE,139183,15050,66858,57275,129077,13513,62577,52987,0.1081310217483457,0.10468944893358229,0.4803603888405912,0.4848036443363264,0.4115085894110631,0.4105069067300913
"Manchester-Nashua, NH",31700,Manchester,TRUE,47682,20241,11475,15966,42993,18538,9978,14477,0.4244998112495281,0.4311864722164073,0.2406568516421291,0.23208429279184983,0.3348433371083428,0.33672923499174284
"McAllen-Edinburg-Mission, TX",32580,McAllen,FALSE,187924,42773,107244,37907,151762,41313,82805,27644,0.2276079691790298,0.27222229543627524,0.5706775079287372,0.5456240692663512,0.20171452289223302,0.18215363529737352
"McAllen-Edinburg-Mission, TX",32580,McAllen,TRUE,50238,20659,21153,8426,43012,19149,18303,5560,0.4112225805167403,0.44520133916116433,0.4210557745133166,0.4255324095601228,0.16772164496994307,0.1292662512787129
"Memphis, TN-MS-AR",32820,Memphis,FALSE,278545,144223,116388,17934,256285,143007,97485,15793,0.517772711770091,0.5579998829428175,0.41784271841174675,0.3803773143180444,0.064384569818162235,0.06162280273913807
"Memphis, TN-MS-AR",32820,Memphis,TRUE,246429,185233,44942,16254,231211,184156,33249,13806,0.7516688376773838,0.7964845963211092,0.18237301616287044,0.14380371176111864,0.06595814615974581,0.05971169191777208
"Miami-Fort Lauderdale-West Palm Beach, FL",33100,Miami,FALSE,2164950,210959,1805496,148495,1880007,197679,1571111,111217,0.09744289706459733,0.10514801274676105,0.8339666043095684,0.8356942287980843,0.06859049862583431,0.05915775845515469
"Miami-Fort Lauderdale-West Palm Beach, FL",33100,Miami,TRUE,156380,53240,94711,8429,129990,43441,80635,5914,0.3404527433175598,0.3341872451727056,0.6056465021102443,0.6203169474574968,0.05390075457219593,0.04549580736979768
"Milwaukee-Waukesha-West Allis, WI",33340,Milwaukee,FALSE,445975,117001,298506,30468,430829,117573,287301,25955,0.2623487863669488,0.27289945662896414,0.6693334828185437,0.6668562236989618,0.06831773081450754,0.060244319672074075
"Milwaukee-Waukesha-West Allis, WI",33340,Milwaukee,TRUE,230802,119308,99158,12336,214948,119565,84536,10847,0.5169279295673348,0.5562508141503991,0.4296236601069315,0.39328581796527534,0.05344841032573375,0.05046336788432551
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,Minneapolis,FALSE,1499183,225641,1231328,42214,1337002,192025,1105966,39011,0.15050931073791526,0.14362356974783883,0.8213326858695703,0.8271984634278782,0.028158003392514456,0.029177966824282985
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,Minneapolis,TRUE,189487,82939,102779,3769,153561,65825,84318,3418,0.4377028503274631,0.42865701577874593,0.542406603091505,0.549084728544357,0.019890546581031943,0.02225825567689713
"Mobile, AL",33660,Mobile,FALSE,68920,36374,25313,7233,127647,74086,42274,11287,0.5277713290771909,0.5803975024873284,0.3672809053975624,0.3311789544603477,0.10494776552524666,0.08842354305232399
"Mobile, AL",33660,Mobile,TRUE,64696,44274,13677,6745,126710,93182,23950,9578,0.6843390626932113,0.7353957856522768,0.2114041053542723,0.18901428458685188,0.10425683195251638,0.07558992976087128
"Modesto, CA",33700,Modesto,FALSE,117635,21208,46074,50353,96309,19224,38466,38619,0.18028647936413483,0.19960751331651247,0.39166914608747394,0.3994019250537333,0.4280443745483912,0.4009905616297542
"Modesto, CA",33700,Modesto,TRUE,69140,22460,17231,29449,55895,21394,14055,20446,0.32484813422042236,0.38275337686734057,0.2492189759907434,0.25145361839162716,0.42593288978883426,0.36579300474103227
"Montgomery, AL",33860,Montgomery,FALSE,59137,27538,21997,9602,108142,52408,40708,15026,0.4656644740179583,0.48462207098074755,0.37196678898151747,0.37643098888498455,0.1623687370005242,0.1389469401342679
"Montgomery, AL",33860,Montgomery,TRUE,63854,43408,11845,8601,124941,92520,17666,14755,0.6798007955648824,0.740509520493673,0.1855012998402606,0.14139473831648539,0.134697904594857,0.1180957411898416
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,Myrtle Beach,FALSE,123855,18008,82478,23369,104933,17720,64729,22484,0.14539582576399823,0.1688696596876102,0.6659238625812441,0.6168602822753566,0.18868031165475757,0.21427005803703317
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,Myrtle Beach,TRUE,9337,3878,4194,1265,7538,3247,3106,1185,0.4153368319588733,0.4307508622976917,0.44918067901895686,0.4120456354470682,0.13548248902216986,0.15720350225524013
